,Null,Tox,L_tox,K_tox
0,-9.534578887627801e-05,0.021466517502837682,0.02424517430192963,0.018919409216799094
1,-0.0002860394097616366,0.02252894628830874,0.022665151191827472,0.018538026197502836
2,0.00017707246311010104,0.0227332568444949,0.02480363400681044,0.018973895891032915
3,-0.00014982919409761524,0.01913734311010215,0.0257026133938706,0.00992962501702611
4,-0.00017707150964812652,0.01927355223609535,0.02473552631101022,0.010120318637911465
5,-0.0001225879682179339,0.01861975082860386,0.024844495437003407,0.009929627060158909
6,-0.00017707150964812652,0.024027242587968217,0.017475597412031783,0.006415437003405222
7,-5.448449489216905e-05,0.023564130715096478,0.017625425652667427,0.0068785458796821785
8,-0.0001225879682179339,0.02334619695800227,0.016576618024971627,0.006660613076049942
